Training for 378151 steps ...
     78/378151: episode: 1, duration: 0.190s, episode steps:  78, steps per second: 410, episode reward: 23.793, mean reward:  0.305 [-0.005,  0.470], mean action: 15.397 [0.000, 31.000],  loss: --, mae: --, mean_q: --
 181012/378151: episode: 773, duration: 2.957s, episode steps: 267, steps per second:  90, episode reward: 98.228, mean reward:  0.368 [ 0.068,  0.472], mean action: 16.337 [0.000, 31.000],  loss: 49.844238, mae: 139.035202, mean_q: 151.038300
 181279/378151: episode: 774, duration: 3.015s, episode steps: 267, steps per second:  89, episode reward: 90.602, mean reward:  0.339 [-0.005,  0.428], mean action: 15.427 [0.000, 31.000],  loss: 48.922401, mae: 139.134094, mean_q: 150.908524
 181292/378151: episode: 775, duration: 0.150s, episode steps:  13, steps per second:  87, episode reward:  3.067, mean reward:  0.236 [ 0.087,  0.303], mean action: 15.923 [5.000, 30.000],  loss: 26.258045, mae: 139.810760, mean_q: 151.187363
 181415/378151: episode: 776, duration: 1.410s, episode steps: 123, steps per second:  87, episode reward: 27.502, mean reward:  0.224 [ 0.133,  0.306], mean action: 17.358 [0.000, 31.000],  loss: 52.130329, mae: 139.098495, mean_q: 151.006622
 181429/378151: episode: 777, duration: 0.164s, episode steps:  14, steps per second:  85, episode reward:  2.973, mean reward:  0.212 [ 0.116,  0.301], mean action: 14.643 [2.000, 28.000],  loss: 20.718430, mae: 140.661667, mean_q: 153.294296
 181696/378151: episode: 778, duration: 2.957s, episode steps: 267, steps per second:  90, episode reward: 147.998, mean reward:  0.554 [ 0.087,  0.636], mean action: 14.524 [0.000, 31.000],  loss: 54.830685, mae: 139.338806, mean_q: 151.200775
 181963/378151: episode: 779, duration: 3.008s, episode steps: 267, steps per second:  89, episode reward: 54.944, mean reward:  0.206 [-0.005,  0.353], mean action: 15.034 [0.000, 31.000],  loss: 43.525230, mae: 139.004562, mean_q: 150.923279
 182230/378151: episode: 780, duration: 2.973s, episode steps: 267, steps per second:  90, episode reward: 63.749, mean reward:  0.239 [-0.005,  0.326], mean action: 13.936 [0.000, 31.000],  loss: 31.620874, mae: 139.606995, mean_q: 151.272705
 182497/378151: episode: 781, duration: 2.974s, episode steps: 267, steps per second:  90, episode reward: 88.600, mean reward:  0.332 [-0.005,  0.646], mean action: 15.210 [0.000, 31.000],  loss: 41.730461, mae: 139.628433, mean_q: 151.660995
 182764/378151: episode: 782, duration: 2.961s, episode steps: 267, steps per second:  90, episode reward: 108.203, mean reward:  0.405 [ 0.133,  0.461], mean action: 15.989 [0.000, 30.000],  loss: 53.209095, mae: 139.531342, mean_q: 151.459641
 183031/378151: episode: 783, duration: 3.008s, episode steps: 267, steps per second:  89, episode reward: 94.333, mean reward:  0.353 [ 0.087,  0.384], mean action: 13.981 [0.000, 30.000],  loss: 51.989437, mae: 139.539658, mean_q: 151.366608
 183298/378151: episode: 784, duration: 2.977s, episode steps: 267, steps per second:  90, episode reward: 146.697, mean reward:  0.549 [ 0.106,  0.646], mean action: 15.663 [0.000, 31.000],  loss: 39.307373, mae: 139.986084, mean_q: 151.662048
 183565/378151: episode: 785, duration: 2.940s, episode steps: 267, steps per second:  91, episode reward: 63.766, mean reward:  0.239 [-0.005,  0.417], mean action: 14.637 [0.000, 31.000],  loss: 46.678879, mae: 139.426086, mean_q: 151.134155
 183832/378151: episode: 786, duration: 2.994s, episode steps: 267, steps per second:  89, episode reward: 85.086, mean reward:  0.319 [-0.005,  0.586], mean action: 15.000 [0.000, 31.000],  loss: 43.676979, mae: 139.593399, mean_q: 151.301437
 184099/378151: episode: 787, duration: 2.965s, episode steps: 267, steps per second:  90, episode reward: 103.708, mean reward:  0.388 [ 0.133,  0.442], mean action: 15.899 [0.000, 31.000],  loss: 40.980949, mae: 139.848465, mean_q: 151.554749
 184281/378151: episode: 788, duration: 2.002s, episode steps: 182, steps per second:  91, episode reward: 84.496, mean reward:  0.464 [ 0.133,  0.556], mean action: 13.956 [0.000, 31.000],  loss: 38.142975, mae: 139.611008, mean_q: 151.484955
 184548/378151: episode: 789, duration: 3.009s, episode steps: 267, steps per second:  89, episode reward: 100.854, mean reward:  0.378 [-0.005,  0.464], mean action: 14.034 [0.000, 31.000],  loss: 44.145775, mae: 139.637756, mean_q: 151.358826
 184815/378151: episode: 790, duration: 3.011s, episode steps: 267, steps per second:  89, episode reward: 114.088, mean reward:  0.427 [ 0.133,  0.646], mean action: 16.049 [0.000, 31.000],  loss: 62.259628, mae: 138.857498, mean_q: 150.485367
 185082/378151: episode: 791, duration: 2.941s, episode steps: 267, steps per second:  91, episode reward: 132.623, mean reward:  0.497 [-0.005,  0.647], mean action: 14.446 [0.000, 31.000],  loss: 38.007286, mae: 138.802948, mean_q: 150.382370
 185349/378151: episode: 792, duration: 3.022s, episode steps: 267, steps per second:  88, episode reward: 147.302, mean reward:  0.552 [ 0.137,  0.640], mean action: 15.753 [0.000, 31.000],  loss: 48.022068, mae: 138.571701, mean_q: 150.218109
 185616/378151: episode: 793, duration: 2.965s, episode steps: 267, steps per second:  90, episode reward: 86.003, mean reward:  0.322 [-0.005,  0.505], mean action: 13.925 [0.000, 31.000],  loss: 45.803070, mae: 139.103821, mean_q: 150.803604
 185883/378151: episode: 794, duration: 3.004s, episode steps: 267, steps per second:  89, episode reward: 107.914, mean reward:  0.404 [-0.005,  0.646], mean action: 14.772 [0.000, 31.000],  loss: 45.566143, mae: 138.847992, mean_q: 150.339325
 186150/378151: episode: 795, duration: 2.951s, episode steps: 267, steps per second:  90, episode reward: 60.629, mean reward:  0.227 [-0.005,  0.457], mean action: 16.427 [0.000, 31.000],  loss: 47.750870, mae: 138.275864, mean_q: 149.766479
 186417/378151: episode: 796, duration: 3.016s, episode steps: 267, steps per second:  89, episode reward: 58.849, mean reward:  0.220 [-0.005,  0.297], mean action: 13.472 [0.000, 31.000],  loss: 47.598286, mae: 138.542542, mean_q: 150.059830
 186684/378151: episode: 797, duration: 2.959s, episode steps: 267, steps per second:  90, episode reward: 81.564, mean reward:  0.305 [-0.005,  0.630], mean action: 14.996 [0.000, 31.000],  loss: 66.290039, mae: 137.596817, mean_q: 149.522186
 186951/378151: episode: 798, duration: 3.013s, episode steps: 267, steps per second:  89, episode reward: 139.049, mean reward:  0.521 [-0.005,  0.651], mean action: 14.996 [0.000, 31.000],  loss: 47.298714, mae: 137.992096, mean_q: 149.675156
 187218/378151: episode: 799, duration: 3.040s, episode steps: 267, steps per second:  88, episode reward: 71.168, mean reward:  0.267 [-0.005,  0.308], mean action: 15.262 [0.000, 31.000],  loss: 56.292381, mae: 137.474152, mean_q: 149.075897
 187402/378151: episode: 800, duration: 2.052s, episode steps: 184, steps per second:  90, episode reward: 76.815, mean reward:  0.417 [ 0.133,  0.462], mean action: 15.929 [0.000, 31.000],  loss: 32.734051, mae: 137.557037, mean_q: 149.075790
 187573/378151: episode: 801, duration: 1.929s, episode steps: 171, steps per second:  89, episode reward: 37.201, mean reward:  0.218 [-0.005,  0.306], mean action: 16.339 [0.000, 30.000],  loss: 57.232349, mae: 136.891647, mean_q: 148.577164
 187840/378151: episode: 802, duration: 2.949s, episode steps: 267, steps per second:  91, episode reward: 53.842, mean reward:  0.202 [-0.005,  0.291], mean action: 13.854 [0.000, 31.000],  loss: 40.200603, mae: 137.042221, mean_q: 148.753342
 188107/378151: episode: 803, duration: 3.019s, episode steps: 267, steps per second:  88, episode reward: 143.348, mean reward:  0.537 [ 0.087,  0.645], mean action: 15.288 [0.000, 31.000],  loss: 47.113529, mae: 137.109680, mean_q: 148.812210
 188374/378151: episode: 804, duration: 2.975s, episode steps: 267, steps per second:  90, episode reward: 100.709, mean reward:  0.377 [ 0.087,  0.443], mean action: 16.637 [0.000, 31.000],  loss: 49.323551, mae: 136.564377, mean_q: 148.415527
 188641/378151: episode: 805, duration: 3.032s, episode steps: 267, steps per second:  88, episode reward: 97.268, mean reward:  0.364 [-0.005,  0.636], mean action: 14.213 [0.000, 31.000],  loss: 45.668304, mae: 136.294830, mean_q: 148.055313
 188910/378151: episode: 806, duration: 3.030s, episode steps: 269, steps per second:  89, episode reward: 146.345, mean reward:  0.544 [-0.005,  0.650], mean action: 14.468 [0.000, 31.000],  loss: 36.493881, mae: 136.921982, mean_q: 148.460968
 189177/378151: episode: 807, duration: 2.951s, episode steps: 267, steps per second:  90, episode reward: 136.329, mean reward:  0.511 [ 0.133,  0.646], mean action: 15.951 [0.000, 31.000],  loss: 45.274956, mae: 136.763168, mean_q: 148.414352
 189215/378151: episode: 808, duration: 0.415s, episode steps:  38, steps per second:  92, episode reward:  5.963, mean reward:  0.157 [-0.005,  0.307], mean action: 15.974 [0.000, 30.000],  loss: 21.131914, mae: 137.018753, mean_q: 148.469284
 189482/378151: episode: 809, duration: 3.023s, episode steps: 267, steps per second:  88, episode reward: 108.127, mean reward:  0.405 [-0.005,  0.471], mean action: 16.884 [0.000, 31.000],  loss: 42.051804, mae: 136.494919, mean_q: 148.165207
 189749/378151: episode: 810, duration: 2.994s, episode steps: 267, steps per second:  89, episode reward: 95.727, mean reward:  0.359 [-0.005,  0.435], mean action: 12.112 [0.000, 31.000],  loss: 35.786701, mae: 136.434555, mean_q: 147.938736
 190016/378151: episode: 811, duration: 2.959s, episode steps: 267, steps per second:  90, episode reward: 105.869, mean reward:  0.397 [ 0.087,  0.452], mean action: 16.438 [0.000, 31.000],  loss: 44.627262, mae: 136.613037, mean_q: 148.036423
 190283/378151: episode: 812, duration: 3.017s, episode steps: 267, steps per second:  88, episode reward: 90.403, mean reward:  0.339 [-0.005,  0.452], mean action: 15.034 [0.000, 31.000],  loss: 31.965481, mae: 136.920380, mean_q: 148.419479
 190550/378151: episode: 813, duration: 2.952s, episode steps: 267, steps per second:  90, episode reward: 104.915, mean reward:  0.393 [ 0.137,  0.447], mean action: 17.663 [0.000, 31.000],  loss: 42.455681, mae: 136.906921, mean_q: 148.480637
 190816/378151: episode: 814, duration: 3.009s, episode steps: 266, steps per second:  88, episode reward: 147.869, mean reward:  0.556 [-0.005,  0.649], mean action: 16.624 [0.000, 31.000],  loss: 50.262001, mae: 136.470490, mean_q: 147.996399
 191083/378151: episode: 815, duration: 2.964s, episode steps: 267, steps per second:  90, episode reward: 108.289, mean reward:  0.406 [ 0.087,  0.456], mean action: 13.603 [0.000, 31.000],  loss: 47.760036, mae: 136.277466, mean_q: 147.945648
 191350/378151: episode: 816, duration: 2.998s, episode steps: 267, steps per second:  89, episode reward: 110.424, mean reward:  0.414 [ 0.087,  0.469], mean action: 14.768 [0.000, 31.000],  loss: 42.669781, mae: 136.251907, mean_q: 147.765091
 191617/378151: episode: 817, duration: 3.022s, episode steps: 267, steps per second:  88, episode reward: 101.867, mean reward:  0.382 [-0.005,  0.457], mean action: 13.693 [0.000, 31.000],  loss: 47.643684, mae: 136.417023, mean_q: 148.085297
 191630/378151: episode: 818, duration: 0.155s, episode steps:  13, steps per second:  84, episode reward:  2.920, mean reward:  0.225 [ 0.137,  0.303], mean action: 16.769 [2.000, 29.000],  loss: 51.213509, mae: 137.585098, mean_q: 149.434784
 191897/378151: episode: 819, duration: 2.946s, episode steps: 267, steps per second:  91, episode reward: 135.940, mean reward:  0.509 [-0.005,  0.638], mean action: 15.116 [0.000, 31.000],  loss: 42.716446, mae: 136.499466, mean_q: 147.959946
 191940/378151: episode: 820, duration: 0.470s, episode steps:  43, steps per second:  91, episode reward:  8.333, mean reward:  0.194 [-0.005,  0.313], mean action: 14.209 [0.000, 30.000],  loss: 42.344955, mae: 136.362503, mean_q: 148.165009
 192207/378151: episode: 821, duration: 3.015s, episode steps: 267, steps per second:  89, episode reward: 103.610, mean reward:  0.388 [-0.005,  0.467], mean action: 15.974 [0.000, 31.000],  loss: 57.009571, mae: 136.225418, mean_q: 147.875931
 192474/378151: episode: 822, duration: 3.022s, episode steps: 267, steps per second:  88, episode reward: 113.694, mean reward:  0.426 [ 0.137,  0.492], mean action: 13.921 [0.000, 31.000],  loss: 42.447918, mae: 135.869614, mean_q: 147.370834
 192741/378151: episode: 823, duration: 2.943s, episode steps: 267, steps per second:  91, episode reward: 100.928, mean reward:  0.378 [-0.005,  0.464], mean action: 14.543 [0.000, 31.000],  loss: 37.058949, mae: 136.152588, mean_q: 147.537338
 193008/378151: episode: 824, duration: 3.024s, episode steps: 267, steps per second:  88, episode reward: 94.018, mean reward:  0.352 [-0.005,  0.434], mean action: 15.509 [0.000, 31.000],  loss: 49.091175, mae: 135.828918, mean_q: 147.224792
 193275/378151: episode: 825, duration: 2.972s, episode steps: 267, steps per second:  90, episode reward: 48.147, mean reward:  0.180 [-0.005,  0.290], mean action: 14.738 [0.000, 31.000],  loss: 54.864262, mae: 135.896118, mean_q: 147.474075
 193542/378151: episode: 826, duration: 3.039s, episode steps: 267, steps per second:  88, episode reward: 64.767, mean reward:  0.243 [-0.005,  0.308], mean action: 13.989 [0.000, 31.000],  loss: 32.956551, mae: 136.454147, mean_q: 147.905426
 193809/378151: episode: 827, duration: 3.016s, episode steps: 267, steps per second:  89, episode reward: 51.322, mean reward:  0.192 [-0.005,  0.388], mean action: 14.764 [0.000, 31.000],  loss: 32.424927, mae: 136.518112, mean_q: 148.050949
 194076/378151: episode: 828, duration: 2.950s, episode steps: 267, steps per second:  91, episode reward: 94.386, mean reward:  0.354 [ 0.137,  0.435], mean action: 14.360 [0.000, 31.000],  loss: 34.104065, mae: 136.943756, mean_q: 148.500504
 194261/378151: episode: 829, duration: 2.070s, episode steps: 185, steps per second:  89, episode reward: 65.755, mean reward:  0.355 [ 0.052,  0.467], mean action: 13.054 [0.000, 31.000],  loss: 44.648701, mae: 136.922592, mean_q: 148.445816
 194528/378151: episode: 830, duration: 2.997s, episode steps: 267, steps per second:  89, episode reward: 107.883, mean reward:  0.404 [ 0.087,  0.460], mean action: 17.165 [0.000, 31.000],  loss: 41.203754, mae: 136.863586, mean_q: 148.675034
 194647/378151: episode: 831, duration: 1.281s, episode steps: 119, steps per second:  93, episode reward: 33.067, mean reward:  0.278 [-0.005,  0.414], mean action: 13.521 [0.000, 31.000],  loss: 68.038231, mae: 136.593811, mean_q: 148.499542
 194914/378151: episode: 832, duration: 2.998s, episode steps: 267, steps per second:  89, episode reward: 107.721, mean reward:  0.403 [ 0.087,  0.484], mean action: 15.326 [0.000, 31.000],  loss: 40.603901, mae: 136.467499, mean_q: 148.110046
 195181/378151: episode: 833, duration: 2.987s, episode steps: 267, steps per second:  89, episode reward: 115.730, mean reward:  0.433 [ 0.133,  0.481], mean action: 16.918 [0.000, 31.000],  loss: 53.857643, mae: 136.374466, mean_q: 148.201721
 195287/378151: episode: 834, duration: 1.175s, episode steps: 106, steps per second:  90, episode reward: 25.804, mean reward:  0.243 [-0.005,  0.401], mean action: 15.368 [1.000, 31.000],  loss: 34.084213, mae: 136.696365, mean_q: 148.558044
 195554/378151: episode: 835, duration: 3.023s, episode steps: 267, steps per second:  88, episode reward: 138.733, mean reward:  0.520 [-0.005,  0.639], mean action: 15.386 [0.000, 31.000],  loss: 48.592720, mae: 136.597855, mean_q: 148.056122
 195821/378151: episode: 836, duration: 2.940s, episode steps: 267, steps per second:  91, episode reward: 143.356, mean reward:  0.537 [-0.005,  0.652], mean action: 15.831 [0.000, 31.000],  loss: 39.096531, mae: 136.341064, mean_q: 148.056198
 196088/378151: episode: 837, duration: 3.024s, episode steps: 267, steps per second:  88, episode reward: 109.858, mean reward:  0.411 [ 0.087,  0.475], mean action: 16.097 [0.000, 31.000],  loss: 43.394817, mae: 136.737976, mean_q: 148.239120
 196355/378151: episode: 838, duration: 2.977s, episode steps: 267, steps per second:  90, episode reward: 105.185, mean reward:  0.394 [ 0.133,  0.439], mean action: 16.873 [0.000, 31.000],  loss: 44.755135, mae: 136.783524, mean_q: 148.398865
 196622/378151: episode: 839, duration: 3.021s, episode steps: 267, steps per second:  88, episode reward: 115.765, mean reward:  0.434 [ 0.116,  0.489], mean action: 14.416 [0.000, 31.000],  loss: 44.492203, mae: 136.972412, mean_q: 148.412415
 196889/378151: episode: 840, duration: 3.009s, episode steps: 267, steps per second:  89, episode reward: 87.079, mean reward:  0.326 [-0.005,  0.456], mean action: 15.682 [0.000, 31.000],  loss: 46.283142, mae: 136.985565, mean_q: 148.314957
